S1_ActualPosition,X1_OutputCurrent,S1_OutputCurrent,Y1_OutputCurrent,X1_DCBusVoltage,X1_OutputPower,Y1_OutputVoltage,Z1_ActualPosition,X1_OutputVoltage,Y1_DCBusVoltage,S1_CurrentFeedback,tool_condition,Y1_CurrentFeedback,X1_CurrentFeedback,Y1_OutputPower,S1_CommandPosition,S1_DCBusVoltage,Y1_ActualAcceleration,S1_OutputPower,S1_ActualAcceleration,S1_ActualVelocity,Y1_ActualVelocity,X1_ActualAcceleration,Z1_ActualVelocity,X1_ActualVelocity,successful_part,experiment_id,time_step
306.0,328.0,328.0,326.0,0.0264,7.1e-07,1.17,119.0,1.21,0.0253,0.839,1,0.219,0.18,0.0,306.0,2.71e-19,-12.5,0.0,-0.5,-0.001,-0.025,0.0,-0.025,0.0,0,8,10
306.0,327.0,327.0,326.0,0.021,0.0,0.433,119.0,1.47,0.0165,-0.00338,1,0.697,-1.1,6.23e-07,306.0,2.71e-19,0.0,-2.38e-06,-0.0625,-0.001,0.0,-6.25,0.0,-0.025,0,8,11
306.0,327.0,328.0,326.0,0.0211,3.22e-06,1.79,119.0,3.44,0.0142,0.207,1,-0.259,1.62,4.72e-08,306.0,2.71e-19,-6.25,-5.56e-06,0.438,0.0,-0.025,6.25,0.025,0.025,0,8,12
306.0,327.0,327.0,326.0,0.0199,-4.93e-07,2.18,119.0,1.93,0.0231,0.499,1,-0.901,0.659,-4.74e-07,306.0,2.71e-19,-12.5,-2.97e-06,0.0,-0.001,-0.025,12.5,0.025,0.025,0,8,13
306.0,328.0,327.0,326.0,0.0193,1.32e-06,0.805,119.0,1.66,0.024,1.21,1,0.535,-0.78,0.0,306.0,2.71e-19,-18.8,0.0,-0.25,0.0,-0.025,6.25,0.0,0.025,0,8,14
306.0,328.0,327.0,326.0,0.0212,1.16e-06,1.19,119.0,0.969,0.0179,-0.00341,1,0.377,0.501,-6.54e-07,306.0,2.71e-19,0.0,-4.73e-06,-0.75,-0.002,0.0,-18.8,0.025,-0.025,0,8,15
306.0,328.0,327.0,326.0,0.0224,0.0,1.15,119.0,1.21,0.0204,1.0,1,0.69,0.18,5.82e-08,306.0,2.71e-19,-18.8,0.0,-0.875,-0.00175,-0.05,12.5,0.025,0.025,0,8,16
306.0,328.0,327.0,326.0,0.0205,1.92e-06,1.74,119.0,0.692,0.02,0.79,1,-0.259,-0.619,0.0,306.0,2.71e-19,-12.5,0.0,0.25,0.001,-0.025,6.25,0.0,0.025,0,8,17
306.0,328.0,328.0,326.0,0.0196,-1.36e-06,0.902,119.0,1.09,0.0211,1.0,1,0.858,-0.619,1.21e-07,306.0,2.71e-19,-12.5,3.02e-06,0.375,0.00075,-0.025,-18.8,0.025,-0.025,0,8,18
306.0,328.0,327.0,326.0,0.0296,2.43e-06,2.9,119.0,3.16,0.0183,1.0,1,-0.737,1.14,-9.77e-07,306.0,2.71e-19,-12.5,0.0,-0.625,-0.00175,0.0,12.5,0.025,0.05,0,8,19
306.0,327.0,327.0,326.0,0.0204,-1.23e-06,3.34,119.0,2.68,0.0169,0.79,1,-0.733,1.62,0.0,306.0,2.71e-19,-18.8,6.41e-06,0.188,0.00075,-0.05,12.5,0.0,0.025,0,8,20
306.0,328.0,327.0,326.0,0.0253,3.5e-07,2.52,119.0,0.858,0.0164,0.418,1,-0.417,-1.42,7.13e-07,306.0,2.71e-19,-31.3,2.8e-06,0.687,0.001,-0.05,-6.25,0.0,0.0,0,8,21
306.0,326.0,327.0,324.0,0.197,0.00654,49.3,118.0,29.9,0.347,0.709,1,-19.6,-8.63,0.0207,306.0,2.71e-19,-775.0,4.12e-06,0.188,0.0,-27.0,-331.0,-28.3,-14.9,0,8,22
306.0,327.0,327.0,325.0,0.107,0.00412,48.1,115.0,28.9,0.18,0.207,1,-8.65,-5.31,0.0125,306.0,2.71e-19,-62.5,4.76e-06,-0.188,0.0,-32.3,6.25,-33.6,-18.0,0,8,23
306.0,327.0,327.0,325.0,0.132,0.00507,48.8,111.0,28.4,0.18,0.499,1,-8.9,-7.74,0.0126,306.0,2.71e-19,-93.7,-2.33e-06,-1.19,-0.00125,-32.6,62.5,-33.7,-17.8,0,8,24
306.0,327.0,327.0,325.0,0.102,0.00379,48.8,108.0,30.6,0.154,0.709,1,-8.23,-3.58,0.0104,306.0,2.71e-19,31.3,0.0,0.0,0.0,-32.5,6.25,-33.7,-18.0,0,8,25
306.0,327.0,327.0,325.0,0.119,0.00427,48.4,105.0,29.4,0.189,-0.214,1,-10.1,-6.97,0.0127,306.0,2.71e-19,175.0,1.94e-06,0.5,0.001,-32.0,0.0,-33.7,-18.0,0,8,26
306.0,327.0,327.0,325.0,0.121,0.00456,48.5,101.0,29.9,0.192,0.207,1,-11.8,-7.24,0.0132,306.0,2.71e-19,131.0,-2.71e-06,-0.0625,-0.001,-32.0,37.5,-33.7,-17.8,0,8,27
306.0,326.0,327.0,325.0,0.13,0.005,49.2,98.1,29.2,0.182,0.709,1,-11.5,-6.55,0.0124,306.0,2.71e-19,-62.5,-3.16e-06,-0.5,-0.001,-32.3,25.0,-33.7,-17.8,0,8,28
306.0,326.0,327.0,325.0,0.0991,0.00372,50.4,94.8,28.9,0.173,1.0,1,-8.32,-5.01,0.0119,306.0,2.71e-19,-62.5,5.21e-06,-0.25,0.0,-32.5,18.8,-33.7,-17.9,0,8,29
306.0,326.0,327.0,325.0,0.106,0.00388,50.2,91.4,28.9,0.174,0.709,1,-7.44,-5.85,0.0121,306.0,2.71e-19,-50.0,3.36e-06,0.5,0.001,-32.6,-87.5,-33.7,-18.2,0,8,30
306.0,327.0,327.0,325.0,0.138,0.00511,48.4,54.3,31.1,0.166,-1.8,1,-7.7,-7.44,0.0115,306.0,2.71e-19,-37.5,-1.41e-06,0.0,0.0,-32.6,75.0,-33.5,-17.6,0,8,31
306.0,327.0,327.0,325.0,0.105,0.00375,50.6,50.9,27.8,0.159,0.709,1,-10.5,-7.13,0.0106,306.0,2.71e-19,75.0,4.24e-06,-0.0625,0.00075,-32.3,-43.8,-33.5,-18.0,0,8,32
306.0,327.0,327.0,325.0,0.109,0.00402,48.2,47.6,30.9,0.185,-0.00341,1,-12.6,-6.44,0.0124,306.0,2.71e-19,113.0,-6.09e-07,0.0,-0.001,-32.0,-31.3,-33.7,-17.9,0,8,33
306.0,327.0,327.0,325.0,0.125,0.00467,49.2,44.2,30.7,0.18,1.0,1,-9.25,-8.08,0.0123,306.0,2.71e-19,-144.0,1.65e-06,0.5,0.001,-32.5,50.0,-33.5,-17.8,0,8,34
306.0,327.0,327.0,325.0,0.133,0.00503,49.5,40.8,28.9,0.195,2.08,1,-11.6,-7.69,0.0133,306.0,2.71e-19,-6.25,-3.88e-06,-0.937,-0.003,-32.3,125.0,-33.6,-17.7,0,8,35
306.0,327.0,327.0,325.0,0.102,0.00384,49.7,37.5,29.4,0.151,0.207,1,-8.6,-5.25,0.0101,306.0,2.71e-19,-113.0,0.0,0.25,0.001,-32.7,87.5,-33.5,-17.9,0,8,36
306.0,327.0,327.0,325.0,0.108,0.00401,48.6,34.1,30.3,0.144,0.207,1,-8.46,-5.89,0.00967,306.0,2.71e-19,-31.3,0.0,0.0,0.0,-32.7,-62.5,-33.6,-18.1,0,8,37
306.0,327.0,327.0,326.0,0.0535,0.00103,17.4,30.9,14.8,0.0332,-0.084,1,2.57,-4.98,-0.000888,306.0,2.71e-19,725.0,-1.83e-06,-0.375,-0.00075,-18.7,356.0,-19.1,-10.3,0,8,38
306.0,328.0,328.0,327.0,0.0367,-8.04e-06,0.541,30.7,4.79,0.0257,0.418,1,1.66,1.57,0.0,306.0,0.04,12.5,0.0,0.0625,-0.001,0.025,31.3,0.05,0.075,0,8,39
306.0,328.0,327.0,327.0,0.0331,0.0,0.388,30.7,0.628,0.0198,0.127,1,1.02,1.49,1.12e-06,306.0,0.0248,18.8,-1.17e-06,-1.25,-0.003,0.05,43.8,0.025,0.075,0,8,40
1650.0,324.0,316.0,323.0,0.102,0.00432,1.94,27.7,33.1,0.02,23.6,1,-0.6,4.6,0.0,1650.0,0.995,-25.0,0.192,2.44,53.3,-0.025,12.5,0.025,20.0,0,8,41
1660.0,324.0,321.0,323.0,0.0932,0.000279,1.29,27.7,10.2,0.0206,27.9,1,-0.523,6.67,1.84e-06,1660.0,1.06,-12.5,0.203,-20.1,53.2,-0.05,75.0,0.025,0.7,0,8,42
1660.0,324.0,321.0,322.0,0.109,0.00238,28.4,27.7,19.5,0.0947,26.1,1,-5.47,5.32,0.00332,1660.0,1.06,-37.5,0.201,-90.4,53.2,-17.5,231.0,0.025,10.5,0,8,43
1670.0,324.0,321.0,322.0,0.123,0.00436,19.3,27.7,30.2,0.161,14.3,1,-9.34,7.0,0.00348,1670.0,0.909,-37.5,0.171,54.6,53.4,-10.1,125.0,0.025,17.4,0,8,44
1670.0,324.0,320.0,323.0,0.199,-0.00472,5.55,27.7,2.75,0.0719,24.1,1,-3.21,-13.7,5.7e-05,1670.0,0.92,68.7,0.176,-12.5,53.3,-0.525,-1130.0,0.025,14.4,0,8,45
1680.0,324.0,317.0,323.0,0.115,0.00469,3.91,27.7,32.0,0.0656,17.6,1,-4.51,7.42,2.01e-05,1680.0,0.813,56.3,0.155,28.5,53.4,0.125,-50.0,0.0,19.9,0,8,46
1680.0,324.0,321.0,323.0,0.11,0.0045,3.84,27.7,33.3,0.0527,18.4,1,-2.4,5.48,1.62e-05,1680.0,0.896,-75.0,0.171,55.9,53.4,-0.15,-12.5,0.025,20.0,0,8,47
1690.0,324.0,320.0,323.0,0.112,0.00477,3.68,27.7,33.7,0.0529,20.8,1,-2.1,5.49,-8.16e-06,1690.0,0.968,-75.0,0.187,-20.3,53.3,-0.15,62.5,0.025,20.3,0,8,48
1700.0,324.0,321.0,323.0,0.159,0.000662,5.28,27.7,11.1,0.0513,19.4,1,-1.75,10.6,-7.77e-06,1700.0,0.886,-75.0,0.168,12.6,53.4,-0.15,-18.8,0.025,0.45,0,8,49
1700.0,324.0,315.0,323.0,0.113,0.00437,16.9,27.7,30.1,0.132,24.2,1,7.7,6.66,0.00216,1700.0,1.23,68.7,0.237,-33.8,53.2,7.55,-50.0,0.0,18.3,0,8,50
306.0,328.0,328.0,327.0,0.0258,1.22e-07,0.882,119.0,2.66,0.0172,-0.084,1,0.378,-1.9,-7.97e-07,306.0,2.71e-19,12.5,5.69e-07,-0.25,0.0,0.025,6.25,-0.025,0.0,0,8,51
306.0,328.0,327.0,327.0,0.0203,-1.32e-07,1.01,119.0,1.43,0.0161,0.79,1,0.858,0.0195,1.56e-07,306.0,2.71e-19,12.5,-4.57e-06,-0.188,-0.00075,0.025,-6.25,-0.025,-0.05,0,8,52
306.0,328.0,327.0,326.0,0.0298,1.52e-06,1.19,119.0,3.71,0.0206,0.499,1,-0.259,-2.54,6.18e-07,306.0,2.71e-19,12.5,-3.84e-06,-0.25,-0.001,0.025,-12.5,0.0,-0.025,0,8,53
306.0,328.0,327.0,326.0,0.0202,4.78e-07,1.12,119.0,1.04,0.021,-0.797,1,-0.259,-0.14,0.0,306.0,2.71e-19,37.5,3.03e-06,0.0,0.0,0.075,-6.25,0.0,0.0,0,8,54
306.0,328.0,327.0,326.0,0.0209,-1e-06,1.84,119.0,1.18,0.0225,0.499,1,-0.418,-0.779,0.0,306.0,2.71e-19,18.8,9.94e-06,0.875,0.00175,0.05,0.0,0.0,0.0,0,8,55
306.0,328.0,327.0,326.0,0.0174,9.11e-07,0.381,119.0,0.66,0.0183,1.0,1,0.217,-0.3,2.63e-07,306.0,2.71e-19,12.5,0.0,0.438,0.0,0.025,-18.8,0.0,-0.025,0,8,56
306.0,328.0,328.0,326.0,0.0177,8.55e-07,1.55,119.0,2.2,0.0154,-0.295,1,-0.418,1.3,0.0,306.0,2.71e-19,18.8,3.31e-06,-0.375,-0.00075,0.05,-12.5,0.0,-0.025,0,8,57
306.0,328.0,328.0,326.0,0.0201,0.0,2.67,119.0,1.97,0.0134,0.79,1,-0.896,-1.1,0.0,306.0,2.71e-19,18.8,-8.04e-06,-0.25,-0.001,0.05,0.0,0.0,0.0,0,8,58
306.0,328.0,327.0,327.0,0.0263,-7.69e-07,1.5,119.0,2.34,0.0204,1.0,1,-0.579,-2.06,1.1e-06,306.0,2.71e-19,25.0,-4.73e-06,-0.875,-0.00175,0.075,-6.25,-0.025,0.0,0,8,59
306.0,328.0,328.0,326.0,0.0163,2.84e-07,1.47,119.0,0.532,0.0318,0.709,1,0.861,-0.3,1.4e-06,306.0,2.71e-19,6.25,2.7e-06,0.188,0.00075,0.025,6.25,0.0,0.0,0,8,60
566.0,324.0,320.0,323.0,0.0875,0.00365,2.19,29.7,29.6,0.0189,16.9,1,-0.341,4.38,1.97e-06,566.0,0.743,-25.0,0.142,27.9,53.4,-0.05,12.5,0.025,20.3,0,8,61
571.0,324.0,319.0,323.0,0.105,0.00439,1.21,29.7,34.4,0.0203,25.2,1,-0.933,4.55,1.56e-06,572.0,1.24,-31.3,0.237,-65.0,53.2,-0.075,-12.5,0.0,20.0,0,8,62
577.0,324.0,319.0,323.0,0.365,0.00894,3.75,29.7,25.7,0.0407,19.7,1,-1.69,19.5,2.19e-05,577.0,0.892,-56.3,0.171,26.1,53.4,-0.2,831.0,0.025,9.42,0,8,63
582.0,324.0,319.0,323.0,0.0893,0.00253,25.7,29.7,25.1,0.158,22.3,1,-8.5,5.85,0.00468,582.0,0.875,-113.0,0.167,-48.3,53.3,-13.9,-106.0,0.0,14.3,0,8,64
587.0,324.0,319.0,323.0,0.0324,2.75e-05,4.81,29.7,2.07,0.198,19.2,1,10.7,-0.00114,-0.0042,588.0,1.15,994.0,0.221,-4.69,53.3,-15.7,-163.0,0.025,0.7,0,8,65
593.0,324.0,319.0,322.0,0.0418,5.88e-06,32.1,29.7,0.478,0.134,21.4,1,-7.69,1.66,0.0057,593.0,0.901,-6.25,0.171,28.3,53.4,-20.0,62.5,0.0,0.1,0,8,66
598.0,324.0,319.0,323.0,0.0425,1.72e-05,35.4,29.7,1.13,0.176,22.6,1,-12.0,2.21,0.00708,598.0,0.991,256.0,0.19,-36.1,53.3,-19.3,6.25,0.0,0.0,0,8,67
603.0,324.0,319.0,323.0,0.13,0.00562,2.87,29.7,31.0,0.0369,17.6,1,0.969,-7.11,-4.48e-06,604.0,1.0,31.3,0.191,46.9,53.4,0.05,-6.25,0.025,-20.1,0,8,68
609.0,325.0,319.0,324.0,0.108,0.000362,3.94,29.7,11.3,0.0277,23.4,1,0.188,-6.98,3.11e-06,609.0,1.03,37.5,0.197,-25.9,53.3,0.075,-37.5,0.0,-0.575,0,8,69
614.0,324.0,319.0,322.0,0.115,0.00253,28.0,29.7,19.9,0.108,16.8,1,6.82,-7.48,0.00381,614.0,0.904,-6.25,0.173,22.4,53.4,17.2,-150.0,0.025,-10.4,0,8,70
-2050.0,328.0,327.0,326.0,0.0502,3.68e-05,2.18,55.7,1.72,0.0272,-0.192,1,2.0,-1.95,0.0,-2050.0,2.73e-19,0.0,-1.92e-06,0.0,0.0,0.0,-75.0,0.025,-0.125,0,8,71
-2050.0,327.0,327.0,326.0,0.0507,4.27e-05,1.05,55.7,2.22,0.0253,-0.198,1,0.542,-1.85,-2.04e-06,-2050.0,2.73e-19,-12.5,-4.91e-07,-0.5,0.0,-0.025,-56.3,0.025,-0.1,0,8,72
-2050.0,327.0,327.0,326.0,0.0512,3.08e-05,1.37,55.7,1.15,0.0254,0.0651,1,1.08,-2.2,0.0,-2050.0,2.73e-19,-12.5,-2.82e-07,0.5,0.001,-0.025,-62.5,0.025,-0.1,0,8,73
-2050.0,327.0,327.0,326.0,0.0549,4.26e-05,1.48,55.7,0.979,0.0278,-0.187,1,1.76,-2.49,1.91e-06,-2050.0,2.73e-19,-6.25,-2.75e-07,0.25,0.0,0.0,-68.7,0.025,-0.125,0,8,74
-2050.0,328.0,327.0,326.0,0.0469,1.38e-05,1.43,55.7,0.571,0.0219,-0.462,1,-0.0689,-2.79,-2.13e-06,-2050.0,2.73e-19,0.0,0.0,0.25,0.0,0.0,-81.2,0.025,-0.15,0,8,75
-2050.0,328.0,327.0,326.0,0.0518,1.58e-05,3.59,55.7,0.781,0.0293,0.89,1,2.94,-2.2,0.0,-2050.0,2.73e-19,-6.25,1.13e-06,0.5,0.001,-0.025,-68.7,0.025,-0.125,0,8,76
-2050.0,327.0,327.0,326.0,0.0536,3.77e-05,1.56,55.7,8.08,0.0222,-0.198,1,-0.465,2.73,0.0,-2050.0,2.73e-19,0.0,6.41e-07,0.0,0.0,0.0,-62.5,0.025,-0.1,0,8,77
-2050.0,327.0,327.0,326.0,0.0527,3.06e-05,1.2,55.7,2.34,0.0196,0.34,1,0.308,-1.35,0.0,-2050.0,2.73e-19,-6.25,0.0,-0.75,-0.001,0.0,-68.7,0.025,-0.125,0,8,78
-2050.0,327.0,327.0,326.0,0.051,3e-05,0.478,55.7,1.57,0.02,-4.24,1,0.919,-2.2,-1.97e-06,-2050.0,2.73e-19,-12.5,-2.91e-06,0.0,0.001,-0.025,-56.3,0.025,-0.1,0,8,79
-2050.0,327.0,327.0,326.0,0.0497,2.26e-05,0.163,55.7,2.12,0.0172,0.34,1,0.685,-1.85,-3.66e-06,-2050.0,2.73e-19,-6.25,-3.36e-07,0.0,0.0,0.0,-62.5,0.025,-0.1,0,8,80
1760.0,324.0,318.0,323.0,0.123,0.00522,3.51,27.7,32.7,0.083,17.2,1,5.14,-6.6,0.0,1760.0,0.797,62.5,0.153,23.6,53.4,0.125,0.0,0.025,-20.0,0,8,81
1760.0,324.0,321.0,323.0,0.112,0.00465,4.43,27.7,34.9,0.0791,17.7,1,4.3,-5.83,-1.26e-05,1760.0,0.874,68.7,0.166,64.4,53.4,0.15,-37.5,0.025,-20.1,0,8,82
1770.0,324.0,321.0,323.0,0.111,0.00459,4.84,27.7,32.4,0.0812,18.7,1,4.0,-7.22,-1.28e-05,1770.0,0.937,62.5,0.181,-13.4,53.4,0.125,-31.3,0.025,-20.2,0,8,83
1780.0,324.0,321.0,323.0,0.133,0.00565,4.46,27.7,31.4,0.0806,18.0,1,4.02,-8.2,-1.29e-05,1780.0,0.863,68.7,0.165,10.7,53.4,0.15,-68.7,0.025,-20.0,0,8,84
1780.0,324.0,320.0,323.0,0.142,0.00594,4.75,27.7,34.1,0.0802,23.2,1,3.73,-7.35,0.0,1780.0,0.994,62.5,0.191,26.9,53.3,0.15,31.3,0.025,-19.8,0,8,85
1790.0,324.0,320.0,323.0,0.111,0.00453,14.2,27.7,32.0,0.173,19.0,1,7.93,-6.43,0.00149,1790.0,0.948,194.0,0.182,18.3,53.4,3.85,-200.0,0.025,-20.1,0,8,86
1790.0,324.0,321.0,323.0,0.094,0.00231,28.3,27.7,20.6,0.138,21.3,1,6.58,-4.91,0.00481,1790.0,0.851,119.0,0.163,-1.25,53.3,16.5,219.0,0.025,-11.4,0,8,87
1800.0,324.0,320.0,323.0,0.0557,0.0,0.164,27.7,2.32,0.0954,20.5,1,0.0019,-3.04,2.41e-05,1800.0,1.02,331.0,0.198,-12.9,53.3,1.58,-75.0,0.025,-0.15,0,8,88
1800.0,324.0,321.0,323.0,0.0417,-5.89e-06,20.8,27.7,2.73,0.0538,13.6,1,-0.0361,-1.1,0.000979,1800.0,0.781,-163.0,0.144,88.0,53.6,19.2,-119.0,0.025,-0.2,0,8,89
1810.0,324.0,321.0,323.0,0.0407,5.77e-06,33.0,27.7,0.852,0.0968,27.0,1,5.89,-2.24,0.00398,1810.0,0.986,-50.0,0.187,-41.3,53.2,20.1,-119.0,0.025,-0.225,0,8,90
1870.0,323.0,320.0,323.0,0.121,0.00514,1.93,27.7,32.4,0.0189,18.6,1,-0.385,5.78,0.0,1870.0,0.961,-12.5,0.185,18.9,53.4,-0.025,18.8,0.025,20.1,0,8,91
1870.0,324.0,318.0,323.0,0.134,0.00546,2.1,27.7,31.9,0.0209,17.6,1,-1.11,8.54,-2.21e-06,1870.0,0.925,12.5,0.178,-43.1,53.3,0.025,6.25,-0.025,20.0,0,8,92
1880.0,324.0,320.0,323.0,0.145,0.00609,1.77,27.7,34.0,0.0201,20.7,1,-0.77,7.78,2.12e-06,1880.0,1.03,-31.3,0.199,-8.12,53.3,-0.05,75.0,0.025,20.0,0,8,93
1880.0,324.0,320.0,323.0,0.132,0.00558,1.98,27.7,31.9,0.0177,14.1,1,-0.0889,8.73,-3.51e-06,1880.0,0.785,-25.0,0.144,84.7,53.6,-0.05,12.5,0.025,19.9,0,8,94
1890.0,323.0,320.0,323.0,0.155,0.0055,11.6,27.7,32.2,0.104,26.7,1,-6.37,7.41,0.000395,1890.0,0.994,-219.0,0.188,-42.8,53.2,-1.83,487.0,0.025,19.9,0,8,95
1890.0,324.0,319.0,322.0,0.0789,0.00211,27.9,27.7,21.9,0.16,17.6,1,-10.4,2.78,0.00485,1890.0,1.08,25.0,0.208,16.4,53.4,-14.6,-6.25,0.025,13.4,0,8,96
1900.0,324.0,318.0,323.0,0.0682,-9.81e-06,6.78,27.7,7.41,0.0656,22.2,1,3.31,3.04,-1e-05,1900.0,0.964,787.0,0.186,-30.8,53.3,-0.625,-56.3,-0.075,-0.075,0,8,97
1900.0,324.0,320.0,322.0,0.0373,0.0,33.9,27.7,8.71,0.177,26.1,1,-5.64,-3.88,0.00761,1900.0,1.08,-6.25,0.205,-85.0,53.2,-20.1,50.0,0.025,0.1,0,8,98
1910.0,324.0,320.0,323.0,0.0411,0.0,4.53,27.7,4.07,0.122,15.5,1,9.37,-0.283,-0.00208,1910.0,0.92,1090.0,0.172,65.4,53.5,-10.2,43.8,0.025,0.1,0,8,99
1910.0,324.0,320.0,323.0,0.113,0.00479,2.78,27.7,33.2,0.0321,23.4,1,1.14,-5.6,3.94e-06,1910.0,0.945,18.8,0.181,-12.0,53.3,0.025,6.25,0.0,-20.0,0,8,100
-2050.0,328.0,328.0,326.0,0.0484,3.65e-05,1.35,55.7,2.36,0.0205,-0.192,1,1.46,-1.74,0.0,-2050.0,2.73e-19,12.5,0.0,-0.5,-0.001,0.025,-50.0,0.025,-0.075,0,8,101
-2050.0,328.0,327.0,326.0,0.05,1.5e-05,1.69,55.7,2.36,0.017,0.0769,1,-0.0689,-1.1,-1.88e-06,-2050.0,2.73e-19,-6.25,-1.78e-07,-0.5,-0.001,-0.025,-43.8,0.025,-0.05,0,8,102
-2050.0,328.0,327.0,326.0,0.053,3.57e-05,1.41,55.7,2.61,0.0361,-0.198,1,-0.7,-1.95,3.05e-06,-2050.0,2.73e-19,-6.25,-5.35e-07,-0.25,0.0,-0.025,-37.5,0.025,-0.05,0,8,103
-2050.0,328.0,328.0,326.0,0.053,3.94e-05,0.83,55.7,2.59,0.0253,-0.725,1,0.542,-1.7,2.21e-06,-2050.0,2.73e-19,-6.25,0.0,-0.25,-0.001,-0.025,-31.3,0.025,-0.05,0,8,104
-2060.0,327.0,327.0,326.0,0.0483,2.16e-05,1.08,55.7,1.55,0.0185,0.168,1,0.237,-1.35,0.0,-2060.0,2.73e-19,-12.5,0.00155,-36.2,28.1,-0.025,-93.7,0.025,-0.175,0,8,105
-2060.0,327.0,327.0,326.0,0.0496,2.2e-05,0.994,55.7,2.3,0.0261,-0.0765,1,-0.232,-1.79,-2.52e-06,-2060.0,2.73e-19,-12.5,-0.00119,-55.6,24.8,-0.025,-56.3,0.025,-0.1,0,8,106
-2060.0,327.0,327.0,326.0,0.0484,1.38e-05,4.64,55.7,1.43,0.0216,1.11,1,-2.55,-1.9,2.42e-06,-2060.0,2.73e-19,-6.25,0.00131,4.56,21.9,0.0,-75.0,0.025,-0.15,0,8,107
-2050.0,327.0,327.0,326.0,0.0447,-6.32e-06,0.922,55.7,1.83,0.0188,0.472,1,1.22,-1.65,0.0,-2050.0,2.73e-19,-6.25,0.00185,-72.1,18.6,0.0,-68.7,0.025,-0.125,0,8,108
-2050.0,327.0,327.0,326.0,0.0529,2.91e-05,0.83,55.7,3.26,0.0205,0.194,1,1.53,-0.804,3.46e-06,-2050.0,2.73e-19,-6.25,0.00168,22.4,15.7,0.0,-62.5,0.025,-0.125,0,8,109
-2050.0,327.0,327.0,326.0,0.0472,6.99e-06,1.4,55.7,0.878,0.0233,0.0113,1,1.39,-2.24,0.0,-2050.0,2.73e-19,0.0,-0.000602,-32.5,12.6,0.0,-87.5,0.025,-0.175,0,8,110
-2050.0,327.0,327.0,326.0,0.0476,2.15e-05,1.44,55.7,1.57,0.0177,0.824,1,-0.232,-1.95,0.0,-2050.0,2.73e-19,-18.8,0.000625,-20.1,9.81,-0.025,-68.7,0.025,-0.125,0,8,111
-2050.0,327.0,327.0,326.0,0.0534,1.65e-05,0.741,55.7,3.44,0.0276,-0.414,1,1.22,-0.303,0.0,-2050.0,2.73e-19,-6.25,-0.000365,-69.3,6.91,-0.025,-56.3,0.025,-0.1,0,8,112
